sample_id,label,latitude,longitude,elevation_m,slope_deg,aspect_deg,rainfall_24h_mm,rainfall_72h_mm,rainfall_surround_max_mm,soil_clay_pct,soil_sand_pct,soil_silt_pct,soil_bulk_density,soil_ph,soil_organic_carbon,lc_tree_cover,lc_builtup,saturation_pct,cohesion_kpa,split_target,state,district,corridor,event_date,geology,trigger,sample_type,data_pedigree
NON-LS-BG-0552,0,25.1507,93.2534,1098.5,25.75,35.6,13.48,35.92,17.52,36.0,28.0,36.0,1.3,5.2,25.0,0.0,1.0,44.4,10.0,TRAIN,Assam,Cachar,Assam Barail Range & Dima Hasao,2021-08-14,Tertiary Clay Shale,None (Stable Steep Terrain),STEEP_STABLE,REAL_OBSERVATION
NON-LS-BG-0553,0,25.2041,92.8469,714.4,33.41,110.4,6.92,15.1,9.0,41.5,22.1,36.4,1.26,5.3,26.8,0.0,1.0,41.3,14.0,TRAIN,Assam,Dima Hasao,Assam Barail Range & Dima Hasao,2021-07-28,Disang Siltstone,None (Stable Steep Terrain),STEEP_STABLE,REAL_OBSERVATION
NON-LS-BG-0554,0,25.2166,93.1345,400.2,47.61,83.9,34.52,108.5,52.44,41.5,22.1,36.4,1.26,5.3,26.8,1.0,0.0,61.7,12.5,TRAIN,Assam,Dima Hasao,Assam Barail Range & Dima Hasao,2019-07-12,Disang Siltstone,None (Stable Steep Terrain),STEEP_STABLE,REAL_OBSERVATION
NON-LS-BG-0555,0,25.3807,92.976,1198.9,42.87,303.3,22.56,77.73,37.57,36.0,28.0,36.0,1.3,5.2,25.0,1.0,0.0,53.4,7.8,TRAIN,Assam,Cachar,Assam Barail Range & Dima Hasao,2019-07-12,Tertiary Clay Shale,None (Stable Steep Terrain),STEEP_STABLE,REAL_OBSERVATION
LS-POS-0521,1,25.8247,94.2272,804.6,37.01,287.1,0.0,2.96,1.43,33.0,34.0,33.0,1.32,5.5,30.0,1.0,0.0,40.2,10.5,TRAIN,Nagaland,Zunheboto,Nagaland Kohima - Paglapahar Axis (NH-29),2022-01-15,Silty Loam Weathered Mantle,Prolonged Downpour,POSITIVE_LANDSLIDE,REAL_OBSERVATION
LS-POS-0522,1,25.7071,94.0961,849.1,44.73,148.4,13.01,28.55,16.91,32.8,34.2,33.0,1.31,5.6,31.5,0.0,1.0,41.8,7.7,TRAIN,Nagaland,Kohima,Nagaland Kohima - Paglapahar Axis (NH-29),2022-08-05,Disang Grey Shale,Monsoon Cloudburst,POSITIVE_LANDSLIDE,REAL_OBSERVATION
LS-POS-0523,1,25.5691,94.0811,840.1,44.44,132.0,0.0,0.09,0.04,30.0,40.0,30.0,1.36,5.7,26.0,1.0,0.0,36.1,13.3,TRAIN,Nagaland,Dimapur,Nagaland Kohima - Paglapahar Axis (NH-29),2018-11-20,Silty Loam Weathered Mantle,Prolonged Downpour,POSITIVE_LANDSLIDE,REAL_OBSERVATION
LS-POS-0524,1,25.9333,93.8763,990.5,32.48,255.6,0.0,0.0,0.0,33.0,34.0,33.0,1.32,5.5,30.0,1.0,0.0,37.4,18.0,TRAIN,Nagaland,Zunheboto,Nagaland Kohima - Paglapahar Axis (NH-29),2020-11-12,Barail Sandstone,High Intensity Rain,POSITIVE_LANDSLIDE,REAL_OBSERVATION
LS-POS-0525,1,25.9405,94.0703,1177.9,38.77,334.2,15.3,27.98,19.89,33.0,34.0,33.0,1.32,5.5,30.0,1.0,0.0,42.0,9.6,TRAIN,Nagaland,Zunheboto,Nagaland Kohima - Paglapahar Axis (NH-29),2020-09-22,Disang Grey Shale,Prolonged Downpour,POSITIVE_LANDSLIDE,REAL_OBSERVATION
LS-POS-0526,1,25.6338,94.2374,760.3,34.21,148.2,13.36,65.25,31.54,33.0,34.0,33.0,1.32,5.5,30.0,1.0,0.0,52.1,8.6,TRAIN,Nagaland,Zunheboto,Nagaland Kohima - Paglapahar Axis (NH-29),2018-06-14,Disang Grey Shale,Prolonged Downpour,POSITIVE_LANDSLIDE,REAL_OBSERVATION
LS-POS-0527,1,25.8674,93.9988,1042.1,39.13,0.7,0.0,0.0,0.0,33.0,34.0,33.0,1.32,5.5,30.0,0.0,1.0,40.3,17.9,TRAIN,Nagaland,Zunheboto,Nagaland Kohima - Paglapahar Axis (NH-29),2020-11-12,Barail Sandstone,Prolonged Downpour,POSITIVE_LANDSLIDE,REAL_OBSERVATION
LS-POS-0528,1,25.6052,93.9979,1468.2,36.05,241.0,0.0,0.16,0.08,32.8,34.2,33.0,1.31,5.6,31.5,0.0,1.0,40.2,7.8,TRAIN,Nagaland,Kohima,Nagaland Kohima - Paglapahar Axis (NH-29),2020-01-22,Disang Grey Shale,Prolonged Downpour,POSITIVE_LANDSLIDE,REAL_OBSERVATION
NON-LS-BG-0556,0,25.8899,94.0431,1011.3,28.49,39.6,0.01,0.05,0.02,33.0,34.0,33.0,1.32,5.5,30.0,1.0,0.0,36.3,16.6,TRAIN,Nagaland,Zunheboto,Nagaland Kohima - Paglapahar Axis (NH-29),2020-11-12,Barail Sandstone,None (Stable Steep Terrain),STEEP_STABLE,REAL_OBSERVATION
NON-LS-BG-0557,0,25.9801,94.0738,1296.9,40.74,163.7,11.62,38.84,18.77,33.0,34.0,33.0,1.32,5.5,30.0,1.0,0.0,45.2,12.9,TRAIN,Nagaland,Zunheboto,Nagaland Kohima - Paglapahar Axis (NH-29),2020-08-11,Silty Loam Weathered Mantle,None (Stable Steep Terrain),STEEP_STABLE,REAL_OBSERVATION
NON-LS-BG-0558,0,25.5727,94.1804,1296.7,30.84,153.9,7.36,58.72,28.38,30.0,40.0,30.0,1.36,5.7,26.0,1.0,0.0,51.3,12.2,TRAIN,Nagaland,Dimapur,Nagaland Kohima - Paglapahar Axis (NH-29),2022-09-15,Silty Loam Weathered Mantle,None (Stable Steep Terrain),STEEP_STABLE,REAL_OBSERVATION
NON-LS-BG-0559,0,25.8906,94.208,1403.7,30.23,81.0,3.8,34.66,16.75,32.8,34.2,33.0,1.31,5.6,31.5,1.0,0.0,47.6,9.8,TRAIN,Nagaland,Kohima,Nagaland Kohima - Paglapahar Axis (NH-29),2018-09-02,Disang Grey Shale,None (Stable Steep Terrain),STEEP_STABLE,REAL_OBSERVATION
NON-LS-BG-0560,0,25.6786,94.2351,1338.4,25.14,331.4,4.16,18.02,8.71,30.0,40.0,30.0,1.36,5.7,26.0,0.0,1.0,39.2,14.2,TRAIN,Nagaland,Dimapur,Nagaland Kohima - Paglapahar Axis (NH-29),2018-08-18,Barail Sandstone,None (Stable Steep Terrain),STEEP_STABLE,REAL_OBSERVATION
NON-LS-BG-0561,0,25.6124,94.0687,1566.0,30.19,238.0,15.9,28.51,20.67,33.0,34.0,33.0,1.32,5.5,30.0,1.0,0.0,44.9,15.9,TRAIN,Nagaland,Zunheboto,Nagaland Kohima - Paglapahar Axis (NH-29),2020-07-10,Barail Sandstone,None (Stable Steep Terrain),STEEP_STABLE,REAL_OBSERVATION
NON-LS-BG-0562,0,25.7039,94.3417,777.2,46.66,100.6,19.8,31.63,25.74,30.0,40.0,30.0,1.36,5.7,26.0,1.0,0.0,43.6,15.7,TRAIN,Nagaland,Dimapur,Nagaland Kohima - Paglapahar Axis (NH-29),2020-09-22,Barail Sandstone,None (Stable Steep Terrain),STEEP_STABLE,REAL_OBSERVATION
NON-LS-BG-0563,0,25.5734,94.2911,1307.8,38.29,68.5,4.16,18.02,8.71,30.0,40.0,30.0,1.36,5.7,26.0,1.0,0.0,43.5,17.3,TRAIN,Nagaland,Dimapur,Nagaland Kohima - Paglapahar Axis (NH-29),2018-08-18,Barail Sandstone,None (Stable Steep Terrain),STEEP_STABLE,REAL_OBSERVATION
LS-POS-0529,1,27.2749,92.555,1287.3,31.36,107.2,44.61,68.18,57.99,19.0,56.0,25.0,1.48,4.9,20.0,1.0,0.0,53.4,19.5,TRAIN,Arunachal Pradesh,Tawang,Arunachal Pradesh Kameng & Tawang Axis,2020-07-10,Bomdila Gneiss,Monsoon Cloudburst,POSITIVE_LANDSLIDE,REAL_OBSERVATION
LS-POS-0530,1,27.3492,92.2594,1592.0,43.26,52.9,16.59,52.4,25.33,19.0,56.0,25.0,1.48,4.9,20.0,1.0,0.0,48.1,9.1,TRAIN,Arunachal Pradesh,Tawang,Arunachal Pradesh Kameng & Tawang Axis,2021-09-02,Dirang Schist,Monsoon Cloudburst,POSITIVE_LANDSLIDE,REAL_OBSERVATION
LS-POS-0531,1,27.2523,92.6421,1946.5,48.43,246.0,4.67,15.12,7.31,19.0,56.0,25.0,1.48,4.9,20.0,0.0,1.0,40.2,9.3,TRAIN,Arunachal Pradesh,Tawang,Arunachal Pradesh Kameng & Tawang Axis,2018-09-02,Dirang Schist,Prolonged Downpour,POSITIVE_LANDSLIDE,REAL_OBSERVATION
LS-POS-0532,1,27.4409,92.6713,2207.7,41.2,87.6,44.61,68.18,57.99,20.5,54.0,25.5,1.45,5.0,22.5,0.0,1.0,54.1,18.3,TRAIN,Arunachal Pradesh,West Kameng,Arunachal Pradesh Kameng & Tawang Axis,2020-07-10,Bomdila Gneiss,Monsoon Cloudburst,POSITIVE_LANDSLIDE,REAL_OBSERVATION
LS-POS-0533,1,27.0998,92.5542,1730.4,44.44,153.3,1.62,14.44,6.98,19.0,56.0,25.0,1.48,4.9,20.0,1.0,0.0,38.2,18.8,TRAIN,Arunachal Pradesh,Tawang,Arunachal Pradesh Kameng & Tawang Axis,2021-08-14,Higher Himalayan Crystalline,Monsoon Cloudburst,POSITIVE_LANDSLIDE,REAL_OBSERVATION
LS-POS-0534,1,27.3696,92.6958,1300.5,35.28,266.6,44.61,68.18,57.99,19.0,56.0,25.0,1.48,4.9,20.0,1.0,0.0,55.4,20.6,TRAIN,Arunachal Pradesh,Tawang,Arunachal Pradesh Kameng & Tawang Axis,2020-07-10,Bomdila Gneiss,High Intensity Rain,POSITIVE_LANDSLIDE,REAL_OBSERVATION
LS-POS-0535,1,27.4816,92.1854,1959.7,42.75,357.4,11.0,69.86,33.77,20.5,54.0,25.5,1.45,5.0,22.5,1.0,0.0,51.4,21.6,TRAIN,Arunachal Pradesh,West Kameng,Arunachal Pradesh Kameng & Tawang Axis,2022-05-18,Bomdila Gneiss,High Intensity Rain,POSITIVE_LANDSLIDE,REAL_OBSERVATION
NON-LS-BG-0564,0,27.2561,92.4934,736.5,32.09,213.4,0.0,0.0,0.0,20.5,54.0,25.5,1.45,5.0,22.5,0.0,1.0,37.8,19.9,TRAIN,Arunachal Pradesh,West Kameng,Arunachal Pradesh Kameng & Tawang Axis,2019-12-05,Higher Himalayan Crystalline,None (Stable Steep Terrain),STEEP_STABLE,REAL_OBSERVATION
NON-LS-BG-0565,0,27.4644,92.5186,954.2,27.93,158.0,5.55,8.71,7.21,20.5,54.0,25.5,1.45,5.0,22.5,0.0,1.0,42.5,18.2,TRAIN,Arunachal Pradesh,West Kameng,Arunachal Pradesh Kameng & Tawang Axis,2018-04-10,Bomdila Gneiss,None (Stable Steep Terrain),STEEP_STABLE,REAL_OBSERVATION
NON-LS-BG-0566,0,27.1832,92.6533,1403.0,46.02,220.9,1.78,9.12,4.41,20.5,54.0,25.5,1.45,5.0,22.5,1.0,0.0,38.3,20.3,TRAIN,Arunachal Pradesh,West Kameng,Arunachal Pradesh Kameng & Tawang Axis,2022-07-19,Higher Himalayan Crystalline,None (Stable Steep Terrain),STEEP_STABLE,REAL_OBSERVATION
NON-LS-BG-0567,0,27.1857,92.2032,950.8,46.01,12.8,0.0,0.01,0.0,19.0,56.0,25.0,1.48,4.9,20.0,1.0,0.0,36.2,20.7,TRAIN,Arunachal Pradesh,Tawang,Arunachal Pradesh Kameng & Tawang Axis,2018-11-20,Bomdila Gneiss,None (Stable Steep Terrain),STEEP_STABLE,REAL_OBSERVATION
NON-LS-BG-0568,0,27.3795,92.2132,1898.6,37.67,214.7,5.78,22.38,10.82,20.5,54.0,25.5,1.45,5.0,22.5,1.0,0.0,41.2,18.4,TRAIN,Arunachal Pradesh,West Kameng,Arunachal Pradesh Kameng & Tawang Axis,2019-09-15,Bomdila Gneiss,None (Stable Steep Terrain),STEEP_STABLE,REAL_OBSERVATION
NON-LS-BG-0569,0,27.554,92.287,1405.7,41.71,248.3,16.59,52.4,25.33,20.5,54.0,25.5,1.45,5.0,22.5,1.0,0.0,47.7,19.7,TRAIN,Arunachal Pradesh,West Kameng,Arunachal Pradesh Kameng & Tawang Axis,2021-09-02,Higher Himalayan Crystalline,None (Stable Steep Terrain),STEEP_STABLE,REAL_OBSERVATION
NON-LS-BG-0570,0,27.5004,92.7743,1433.2,39.94,106.9,0.0,0.0,0.0,20.5,54.0,25.5,1.45,5.0,22.5,1.0,0.0,36.1,18.5,TRAIN,Arunachal Pradesh,West Kameng,Arunachal Pradesh Kameng & Tawang Axis,2021-02-10,Higher Himalayan Crystalline,None (Stable Steep Terrain),STEEP_STABLE,REAL_OBSERVATION
